year,g/MW,Steel,Aluminium,Concrete,Plastics,Glass,Cu,Nd,Ta,Co,Pb,Mn,Ni
2020,Coal + CCS,109200000.0,504252.236,352800000.0,0.0,0.0,1630005.94,0.0,8757.0,122986.0,0.0,3764795.0,1980815.0
2020,Oil/Coal + CCS,94097872.34,600000.0,213360000.0,0.0,0.0,1454112.903,0.0,4756.0,74782.0,0.0,3761000.0,425782.0
2020,Natural Gas + CCS,5208922.443,376451.613,43029354.84,0.0,0.0,1070225.806,0.0,755.0,26578.0,0.0,3788419.0,425782.0
2020,Biomass + CCS,43138517.73,262500.0,89183500.0,0.0,0.0,1454112.903,0.0,4756.0,74782.0,0.0,3761000.0,0.0
2020,CHP Coal,84600000.0,504252.236,352800000.0,0.0,0.0,5590800.0,0.0,8757.0,115486.0,0.0,14595.0,835815.0
2020,CHP Oil,72900000.0,600000.0,213360000.0,0.0,0.0,5206912.903,0.0,4756.0,67282.0,0.0,10800.0,425782.0
2020,CHP Natural Gas,4035483.871,376451.613,43029354.84,0.0,0.0,4823025.806,0.0,755.0,19078.0,0.0,38219.0,425782.0
2020,CHP Biomass,6181250.0,50000.0,243796875.0,0.0,0.0,2937400.0,0.0,4756.0,67282.0,0.0,10800.0,0.0
2020,CHP Coal + CCS,109200000.0,504252.236,352800000.0,0.0,0.0,6282800.0,0.0,8757.0,122986.0,0.0,3775595.0,1980815.0
2020,CHP Oil + CCS,94097872.34,600000.0,213360000.0,0.0,0.0,5898912.903,0.0,4756.0,74782.0,0.0,3771800.0,425782.0
2020,CHP Natural Gas + CCS,5208922.443,376451.613,43029354.84,0.0,0.0,5515025.806,0.0,755.0,26578.0,0.0,3799219.0,425782.0
2020,CHP Biomass + CCS,43138517.73,262500.0,243796875.0,0.0,0.0,3629400.0,0.0,4756.0,74782.0,0.0,3771800.0,0.0
2020,CHP Geothermal,162376019.7,5371654.21,918323136.9,3089447.175,0.0,9202007.376,0.0,0.0,0.0,0.0,0.0,0.0
2020,CHP Hydrogen,160608039.9,5550518.717,0.0,5171456.66,18082.92453,154260.9334,0.0,0.0,0.0,802841.8868,0.0,0.0
2050,Solar PV,120000000.0,8140800.0,0.0,0.0,0.0,5073440.0,0.0,0.0,0.0,97314.40000000001,0.0,960.0
2050,Solar PV residential,135000000.0,9158400.0,0.0,0.0,0.0,5707620.0,0.0,0.0,0.0,109478.7,0.0,1080.0
2050,CSP,403365070.00999993,3849999.9999999995,946268707.9999999,0.0,109190666.89999999,2202063.36,0.0,0.0,0.0,0.0,2695000.0,958999.9999999999
2050,Wind onshore,97100714.80000001,694689.528,347162521.44000006,0.0,0.0,2184438.336,16240.0,0.0,0.0,0.0,45400.0,355066.4
2050,Wind offshore,142148249.1,1294499.9997,458219836.62,0.0,0.0,5014305.0,142503.30000000002,0.0,0.0,0.0,51075.0,399449.7
2050,Wave,999819040.9,1319135.915,3146317537.0,76268834.02,0.0,11679886.61,0.0,0.0,0.0,0.0,0.0,0.0
2050,Hydro,70693938.8,0.0,2832619030.0,0.0,0.0,1699075.275,0.0,0.0,0.0,5360.0,1700.0,31000.0
2050,Other Renewables,215682962.5,3596539.049,1025503555.0,0.0,0.0,3897735.599,35727.4,64000.0,0.0,25401.0,793040.0,457973.0
2050,Geothermal,153329574.8,5072383.578,867160658.1,2917325.0,0.0,8689336.521,0.0,0.0,0.0,0.0,0.0,0.0
2050,Hydrogen power,151660094.3,5241283.019,0.0,4883339.623,17075.4717,145666.6038,0.0,0.0,0.0,758113.2075,0.0,0.0
2050,Nuclear,43456666.67,78666.667,235233333.3,0.0,0.0,764800.0,0.0,0.0,121.0,33767.0,438500.0,406500.0
2050,<EMPTY>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Conv. Coal,84600000.0,504252.236,352800000.0,0.0,0.0,1146000.0,0.0,8757.0,115486.0,0.0,3795.0,835815.0
2050,Conv. Oil,72900000.0,600000.0,213360000.0,0.0,0.0,762112.9032,0.0,4756.0,67282.0,0.0,0.0,425782.0
2050,Conv. Natural Gas,4035483.871,376451.613,43029354.84,0.0,0.0,378225.8065,0.0,755.0,19078.0,0.0,27419.0,425782.0
2050,Waste,72900000.0,600000.0,213360000.0,0.0,0.0,762112.9032,0.0,4756.0,67282.0,0.0,0.0,425782.0
2050,IGCC,34900000.0,504252.236,165000000.0,0.0,0.0,1146000.0,0.0,8757.0,115486.0,0.0,3795.0,835815.0
2050,OGCC,72900000.0,600000.0,213360000.0,0.0,0.0,762112.9032,0.0,4756.0,67282.0,0.0,0.0,425782.0
2050,NG CC,28969000.0,652000.0,64624500.0,0.0,0.0,1051282.051,0.0,755.0,19078.0,0.0,27419.0,15750.0
2050,Biomass CC,33420500.0,262500.0,89183500.0,0.0,0.0,762112.9032,0.0,4756.0,67282.0,0.0,0.0,0.0
2050,Coal + CCS,109200000.0,504252.236,352800000.0,0.0,0.0,1630005.94,0.0,8757.0,122986.0,0.0,3764795.0,1980815.0
2050,Oil/Coal + CCS,94097872.34,600000.0,213360000.0,0.0,0.0,1454112.903,0.0,4756.0,74782.0,0.0,3761000.0,425782.0
2050,Natural Gas + CCS,5208922.443,376451.613,43029354.84,0.0,0.0,1070225.806,0.0,755.0,26578.0,0.0,3788419.0,425782.0
2050,Biomass + CCS,43138517.73,262500.0,89183500.0,0.0,0.0,1454112.903,0.0,4756.0,74782.0,0.0,3761000.0,0.0
2050,CHP Coal,84600000.0,504252.236,352800000.0,0.0,0.0,5590800.0,0.0,8757.0,115486.0,0.0,14595.0,835815.0
2050,CHP Oil,72900000.0,600000.0,213360000.0,0.0,0.0,5206912.903,0.0,4756.0,67282.0,0.0,10800.0,425782.0
2050,CHP Natural Gas,4035483.871,376451.613,43029354.84,0.0,0.0,4823025.806,0.0,755.0,19078.0,0.0,38219.0,425782.0
2050,CHP Biomass,6181250.0,50000.0,243796875.0,0.0,0.0,2937400.0,0.0,4756.0,67282.0,0.0,10800.0,0.0
2050,CHP Coal + CCS,109200000.0,504252.236,352800000.0,0.0,0.0,6282800.0,0.0,8757.0,122986.0,0.0,3775595.0,1980815.0
2050,CHP Oil + CCS,94097872.34,600000.0,213360000.0,0.0,0.0,5898912.903,0.0,4756.0,74782.0,0.0,3771800.0,425782.0
2050,CHP Natural Gas + CCS,5208922.443,376451.613,43029354.84,0.0,0.0,5515025.806,0.0,755.0,26578.0,0.0,3799219.0,425782.0
2050,CHP Biomass + CCS,43138517.73,262500.0,243796875.0,0.0,0.0,3629400.0,0.0,4756.0,74782.0,0.0,3771800.0,0.0
2050,CHP Geothermal,162376019.7,5371654.21,918323136.9,3089447.175,0.0,9202007.376,0.0,0.0,0.0,0.0,0.0,0.0
2050,CHP Hydrogen,160608039.9,5550518.717,0.0,5171456.66,18082.92453,154260.9334,0.0,0.0,0.0,802841.8868,0.0,0.0
