Year,Region,Building_type,Steel,Concrete,Wood,Copper,Aluminium,Glass,Brick
2050,10,4,116.98,910.21,54.48,0.01,2.20,4.42,76.79
2050,11,1,40.27,1176.69,65.18,2.42,2.25,2.59,373.20
2050,11,2,28.76,1002.08,35.37,0.01,0.23,1.07,307.15
2050,11,3,86.80,781.95,43.52,0.23,1.20,8.78,153.58
2050,11,4,129.64,880.45,40.74,0.01,2.20,4.59,76.79
2050,12,1,32.63,1369.58,76.21,1.73,3.56,18.11,373.20
2050,12,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,12,3,97.36,903.39,29.94,0.31,1.94,6.35,153.58
2050,12,4,116.98,906.40,28.51,0.01,2.20,4.42,76.79
2050,13,1,32.63,846.33,53.07,1.73,3.56,2.68,373.20
2050,13,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,13,3,86.43,1251.78,23.37,0.31,1.94,6.35,153.58
2050,13,4,78.81,839.24,31.28,0.01,2.20,4.42,76.79
2050,14,1,32.63,846.33,53.07,1.73,3.56,2.68,373.20
2050,14,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,14,3,97.36,995.92,37.17,0.31,1.94,6.35,153.58
2050,14,4,116.98,910.21,54.48,0.01,2.20,4.42,76.79
2050,15,1,32.63,846.33,53.07,1.73,3.56,2.68,373.20
2050,15,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,15,3,97.36,995.92,37.17,0.31,1.94,6.35,153.58
2050,15,4,116.98,910.21,54.48,0.01,2.20,4.42,76.79
2050,16,1,32.63,846.33,53.07,1.73,3.56,2.68,373.20
2050,16,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,16,3,97.36,995.92,37.17,0.31,1.94,6.35,153.58
2050,16,4,116.98,910.21,54.48,0.01,2.20,4.42,76.79
2050,17,1,67.59,1244.15,32.48,1.73,2.15,2.70,373.20
2050,17,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,17,3,216.27,1461.12,37.17,0.31,1.94,6.35,153.58
2050,17,4,116.98,910.21,54.48,0.01,2.20,4.42,76.79
2050,18,1,26.70,957.91,35.24,1.87,3.56,2.64,373.20
2050,18,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,18,3,59.26,1000.86,37.17,0.31,1.94,6.35,153.58
2050,18,4,119.09,1321.90,54.48,0.01,2.20,4.42,76.79
2050,19,1,32.63,846.33,53.07,1.73,3.56,2.68,373.20
2050,19,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,19,3,101.94,1657.55,37.17,0.52,1.94,6.35,153.58
2050,19,4,90.15,921.41,54.48,0.01,2.20,6.84,76.79
2050,20,1,29.21,1730.14,45.00,1.73,6.88,5.25,460.20
2050,20,2,32.89,1208.13,34.97,0.01,0.23,1.07,347.90
2050,20,3,235.83,995.92,26.10,0.28,1.94,6.35,173.95
2050,20,4,122.97,602.61,58.18,0.01,2.82,3.20,86.98
2050,21,1,32.63,846.33,53.07,1.73,3.56,2.68,373.20
2050,21,2,35.41,1968.82,44.81,0.01,0.23,1.07,307.15
2050,21,3,65.65,1079.97,24.21,0.31,1.19,3.57,153.58
2050,21,4,116.98,910.21,54.48,0.01,2.20,4.42,76.79
2050,22,1,30.51,436.05,80.11,1.73,3.56,2.14,373.20
2050,22,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,22,3,97.36,995.92,37.17,0.31,1.94,6.35,153.58
2050,22,4,116.98,910.21,54.48,0.01,1.27,2.58,76.79
2050,23,1,44.93,535.50,64.53,1.73,2.53,3.34,373.20
2050,23,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,23,3,97.36,995.92,37.17,0.31,1.94,6.35,153.58
2050,23,4,210.66,1390.60,36.24,0.01,2.10,3.21,76.79
2050,24,1,26.84,737.08,60.16,1.43,2.73,1.87,373.20
2050,24,2,34.23,1002.06,32.23,0.01,0.23,1.07,307.15
2050,24,3,73.39,848.59,37.17,0.16,1.94,6.35,153.58
2050,24,4,118.85,1023.30,115.57,0.01,2.20,5.86,76.79
2050,25,1,32.63,846.33,43.55,1.73,3.56,2.68,373.20
2050,25,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,25,3,97.36,995.92,37.17,0.31,1.94,6.35,153.58
2050,25,4,116.98,910.21,54.48,0.01,2.20,4.42,76.79
2050,26,1,32.63,846.33,53.07,1.73,3.56,2.68,373.20
2050,26,2,32.89,1208.13,34.97,0.01,0.23,1.07,307.15
2050,26,3,97.36,995.92,37.17,0.31,1.94,6.35,153.58
2050,26,4,116.98,910.21,54.48,0.01,2.20,4.42,76.79
